Name	Rearrangement	Support
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*62	0.04953938423610191
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-159wpi*56	0.04953938423610191
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*90	0.04953938426782119
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*87	0.04953938418226022
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*89	0.04953938204066762
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-159wpi*57	0.04953938426782119
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*91	0.04956233800881756
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*93	0.04960655137809308
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*88	0.04953938418185471
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-159wpi*59	0.04953938426782119
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206	0.4484868550221552
206_B_W29_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi	0.04953938272622298
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-107wpi*45	0.111179103348575
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-107wpi*39	0.11085619709392
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-081wpi*23	0.110823809398701
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-159wpi*48	0.1108238140016455
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-133wpi*77	0.1108238146235425
206_W10_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206	0.443553823585643
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*30	0.1245685231285967
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*33	0.1245684626683687
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*29	0.1245684755867584
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*88	0.1245684685974024
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206	0.3740414574768193
206_B_W12_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi	0.1245684679618433
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*167	0.06779005457311342
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*166	0.06779005457009234
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-216wpi*11	0.1543739944355279
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*164	0.07754252082508956
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*57	0.06779005443124596
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*169	0.06779005457360665
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*168	0.06779005131515607
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*158	0.06779005457329838
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206	0.2740278550463125
206_W4_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi	0.07244659151720924
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*25	0.05744867099812262
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*66	0.05744867385584382
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*60	0.1365773730461173
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*68	0.1369008510095319
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*69	0.1369002746679928
206_B_W8_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi	0.4696658508256247
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*179	0.01077380504273989
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*180	0.01077380542849585
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*62	0.01077380504372956
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*50	0.06283803650118508
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*144	0.06325365133350341
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*162	0.06283803650124223
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*111	0.01154239304447351
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-273wpi*174	0.06283803650107078
206_W6_P17_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA_QVOA	CAP206-254wpi*53	0.06283803646409417
